EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;GRUPO DE VOO;PASSAGEIROS PAGOS
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2283
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1753
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;500
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;3387
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;3631
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;167
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;440
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;3807
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;3189
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;8324
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;19256
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1543
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2725
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1067
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;444
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;28383
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;668
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;6515
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1559
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;698
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;5946
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;575
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;8070
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;3406
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2530
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;12346
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;15071
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2355
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1299
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;3899
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;15996
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;9504
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;7201
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;3045
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;390
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;12920
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1267
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1172
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;403
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2651
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1287
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2046
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;42
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;10757
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;347
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;40
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1839
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;452
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;5077
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;276
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;441
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1710
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;467
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;822
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;666
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;6
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;929
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;4275
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;3268
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1595
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1911
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;7664
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;174
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;287
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;14015
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;24920
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;6664
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;5620
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;15319
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;223
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;7409
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;92
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;9038
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1155
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;160
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1631
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2356
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1024
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2745
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;62
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2858
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2049
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2079
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;5442
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;19754
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2656
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;14118
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1219
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;192
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;3501
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;631
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;281
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;36
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2072
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1149
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;57
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1268
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2414
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;4833
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;736
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;84
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;3457
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;324
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;3187
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1516
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2131
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;6586
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;6312
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;3767
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;701
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1060
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2434
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;38
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;3
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;452
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;7695
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;3855
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2753
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1957
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;9361
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;11287
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;7952
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;6571
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;452
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2519
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;5212
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;6201
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;16049
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2723
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;288
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2671
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;266
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;3021
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;10686
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;8681
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;459
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;472
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;9458
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;4624
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;13027
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;12700
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;4146
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;391
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2891
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;4273
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;988
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;28
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1718
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;7796
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;18397
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;458
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;12883
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;19451
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;8790
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;296
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;12545
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;5
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;18729
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;605
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;19997
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;8807
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;8269
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1441
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2494
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2825
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2821
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;948
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1336
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2339
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1121
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;418
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2652
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;449
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;3798
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;2921
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1717
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;34
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;5395
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;20
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;1499
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;6826
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S.A.;BRASILEIRA;2019;4;REGULAR;7413
